CPU,Cores,CPU BenchMark,Single-Thread BenchMark,TDP (W),Socket,Category
Intel Xeon Platinum 8454H,32,62347,2831,270,FCLGA4677,Server
[Dual CPU] Intel Xeon Platinum 8457C,48,109905,2564,NA,FCLGA4677,Server
[Dual CPU] Intel Xeon Platinum 8458P,44,117136,2841,350,FCLGA4677,Server
Intel Xeon Platinum 8461V,48,74982,2855,300,FCLGA4677,Server
[Dual CPU] Intel Xeon Platinum 8462Y+,32,111282,3065,300,FCLGA4677,Server
[Dual CPU] Intel Xeon Platinum 8468,48,126838,3156,350,FCLGA4677,Server
[Dual CPU] Intel Xeon Platinum 8470,52,109610,2485,350,FCLGA4677,Server
Intel Xeon Platinum 8470 @2.00GHz,52,89850,3153,350,FCLGA4677,Server
Intel Xeon Platinum 8475B,1,3280,2581,NA,Unknown,Server
[Dual CPU] Intel Xeon Platinum 8479 @2.00GHz,28,24087,2453,350,FCLGA4677,Server
[Dual CPU] Intel Xeon Platinum 8480+,56,125165,2942,350,FCLGA4677,Server
Intel Xeon Platinum 8481C @ 2.70GHz,4,11681,2479,350,Unknown,Server
[Dual CPU] Intel Xeon Platinum 8488C,48,127207,3096,385,Unknown,Server
[Dual CPU] Intel Xeon Platinum 8562Y+,32,114143,3121,300,FCLGA4677,Server
[Dual CPU] Intel Xeon Platinum 8568Y+,48,125432,2978,350,FCLGA4677,Server
[Dual CPU] Intel Xeon Platinum 8570,56,137588,3224,350,FCLGA4677,Server
Intel Xeon Platinum 8571N,52,68385,1969,300,FCLGA4677,Server
Intel Xeon Platinum 8575C,1,3342,2593,NA,Unknown,Server
Intel Xeon Platinum 8592+,64,84013,2411,350,FCLGA4677,Server
Intel Xeon Platinum P-8124 @ 3.00GHz,18,22674,2059,240,FCLGA3647,Server
[Dual CPU] Intel Xeon Platinum P-8124 @ 3.00GHz,18,43913,2096,240,FCLGA3647,Server
Intel Xeon Silver 4108 @ 1.80GHz,8,8909,1483,85,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4108 @ 1.80GHz,8,16080,1676,85,FCLGA3647,Server
Intel Xeon Silver 4109T @ 2.00GHz,8,10348,1445,70,FCLGA3647,Server
Intel Xeon Silver 4110 @ 2.10GHz,8,10215,1595,85,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4110 @ 2.10GHz,8,17325,1626,85,FCLGA3647,Server
Intel Xeon Silver 4112 @ 2.60GHz,4,6446,1707,85,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4112 @ 2.60GHz,4,12283,1758,85,FCLGA3647,Server
Intel Xeon Silver 4114 @ 2.20GHz,10,13161,1720,85,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4114 @ 2.20GHz,10,20759,1668,85,FCLGA3647,Server
Intel Xeon Silver 4116 @ 2.10GHz,12,14660,1657,85,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4116 @ 2.10GHz,12,25536,1680,85,FCLGA3647,Server
Intel Xeon Silver 4116T @ 2.10GHz,12,15187,1781,85,FCLGA3647,Server
Intel Xeon Silver 4123 @ 3.00GHz,8,14405,1967,105,Unknown,Server
Intel Xeon Silver 4208 @ 2.10GHz,8,11259,1774,85,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4208 @ 2.10GHz,8,18744,1764,85,FCLGA3647,Server
Intel Xeon Silver 4209T @ 2.20GHz,8,11080,1693,70,FCLGA3647,Server
Intel Xeon Silver 4210 @ 2.20GHz,10,13520,1731,85,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4210 @ 2.20GHz,10,23593,1808,85,FCLGA3647,Server
Intel Xeon Silver 4210R @ 2.40GHz,10,15118,1794,100,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4210R @ 2.40GHz,10,22754,1810,100,FCLGA3647,Server
Intel Xeon Silver 4214 @ 2.20GHz,12,16190,1769,85,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4214 @ 2.20GHz,12,25829,1787,85,FCLGA3647,Server
Intel Xeon Silver 4214R @ 2.40GHz,12,18275,1975,100,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4214R @ 2.40GHz,12,28962,1989,100,FCLGA3647,Server
Intel Xeon Silver 4214Y @ 2.20GHz,12,16442,1822,85,FCLGA3647,Server
Intel Xeon Silver 4215 @ 2.50GHz,8,14439,2060,85,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4215 @ 2.50GHz,8,22379,1810,85,FCLGA3647,Server
Intel Xeon Silver 4215R @ 3.20GHz,8,15004,2262,130,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4215R @ 3.20GHz,8,24102,1945,130,FCLGA3647,Server
Intel Xeon Silver 4216 @ 2.10GHz,16,20613,1807,100,FCLGA3647,Server
[Dual CPU] Intel Xeon Silver 4216 @ 2.10GHz,16,30184,1780,100,FCLGA3647,Server
Intel Xeon Silver 4216R @ 2.20GHz,16,24027,1866,NA,FCLGA3647,Server
Intel Xeon Silver 4309Y @ 2.80GHz,8,19100,2420,105,FCLGA4189,Server
[Dual CPU] Intel Xeon Silver 4309Y @ 2.80GHz,8,31783,2456,105,FCLGA4189,Server
Intel Xeon Silver 4310 @ 2.10GHz,12,22642,2187,120,FCLGA4189,Server
[Dual CPU] Intel Xeon Silver 4310 @ 2.10GHz,12,34047,1971,120,FCLGA4189,Server
Intel Xeon Silver 4310T @ 2.30GHz,10,20973,2288,105,FCLGA4189,Server
Intel Xeon Silver 4314 @ 2.40GHz,16,28954,2215,135,FCLGA4189,Server
[Dual CPU] Intel Xeon Silver 4314 @ 2.40GHz,16,46348,2192,135,FCLGA4189,Server
Intel Xeon Silver 4316 @ 2.30GHz,20,31341,1928,150,FCLGA4189,Server
[Dual CPU] Intel Xeon Silver 4316 @ 2.30GHz,20,53687,2150,150,FCLGA4189,Server
Intel Xeon Silver 4410T,10,28859,3094,150,FCLGA4677,Server
[Dual CPU] Intel Xeon Silver 4410T,10,48208,3084,150,FCLGA4677,Server
Intel Xeon Silver 4410Y,12,24399,2385,150,FCLGA4677,Server
[Dual CPU] Intel Xeon Silver 4410Y,12,49077,3147,150,FCLGA4677,Server
Intel Xeon Silver 4416+,20,46208,3233,165,FCLGA4677,Server
[Dual CPU] Intel Xeon Silver 4416+,20,64909,2676,165,FCLGA4677,Server
[Dual CPU] Intel Xeon Silver 4509Y,8,41561,2774,125,FCLGA4677,Server
Intel Xeon Silver 4510,12,34170,3396,150,FCLGA4677,Server
[Dual CPU] Intel Xeon Silver 4510,12,57247,3277,150,FCLGA4677,Server
[Dual CPU] Intel Xeon Silver 4514Y,16,47978,2077,150,FCLGA4677,Server
Intel Xeon W-10855M @ 2.80GHz,6,12624,2758,45,FCBGA1440,"Laptop, Server"
Intel Xeon W-10885M @ 2.40GHz,8,15746,2771,45,FCBGA1440,"Laptop, Server"
Intel Xeon W-11155MLE @ 1.80GHz,4,8502,1862,25,FCBGA1787,Mobile/Embedded
Intel Xeon W-11555MLE @ 1.90GHz,6,12591,2542,25,FCBGA1787,Server
Intel Xeon W-11555MRE @ 2.60GHz,6,17484,3201,45,FCBGA1787,"Server, Mobile/Embedded"
Intel Xeon W-11855M @ 3.20GHz,6,18160,3256,45,FCBGA1787,"Laptop, Server"
Intel Xeon W-11865MLE @ 1.50GHz,8,15958,2808,25,FCBGA1787,"Server, Mobile/Embedded"
Intel Xeon W-11865MRE @ 2.60GHz,8,19589,3135,45,FCBGA1787,"Server, Mobile/Embedded"
Intel Xeon W-11955M @ 2.60GHz,8,22596,3294,45,FCBGA1787,"Laptop, Server"
Intel Xeon W-1250 @ 3.30GHz,6,13610,2831,80,FCLGA1200,Server
Intel Xeon W-1250E @ 3.50GHz,6,12212,2588,80,FCLGA1200,Server
Intel Xeon W-1250P @ 4.10GHz,6,14353,2980,125,FCLGA1200,"Desktop, Server"
Intel Xeon W-1270 @ 3.40GHz,8,17641,3026,80,FCLGA1200,Server
Intel Xeon W-1270E @ 3.40GHz,8,18635,2990,80,FCLGA1200,"Server, Mobile/Embedded"
Intel Xeon W-1270P @ 3.80GHz,8,17113,2916,95,FCLGA1200,Server
Intel Xeon W-1270TE @ 2.00GHz,8,13553,2796,35,FCLGA1200,Server
Intel Xeon W-1290 @ 3.20GHz,10,20071,3086,80,FCLGA1200,Server
Intel Xeon W-1290E @ 3.50GHz,10,18786,2806,95,FCLGA1200,Server
Intel Xeon W-1290P @ 3.70GHz,10,22435,3169,125,FCLGA1200,Server
Intel Xeon W-1290T @ 1.90GHz,10,18409,2974,35,FCLGA1200,Server
Intel Xeon W-1350 @ 3.30GHz,6,19007,3482,80,FCLGA1200,Server
Intel Xeon W-1350P @ 4.00GHz,6,19710,3535,65,FCLGA1200,Server
Intel Xeon W-1370 @ 2.90GHz,8,22926,3478,80,FCLGA1200,"Desktop, Server"
Intel Xeon W-1370P @ 3.60GHz,8,23306,3479,125,FCLGA1200,"Desktop, Server"
Intel Xeon W-1390 @ 2.80GHz,8,23902,3414,80,FCLGA1200,Server
Intel Xeon W-1390P @ 3.50GHz,8,25240,3544,125,FCLGA1200,"Desktop, Server"
Intel Xeon W-2102 @ 2.90GHz,4,5079,1691,120,FCLGA2066,Server
Intel Xeon W-2104 @ 3.20GHz,4,5497,1793,120,FCLGA2066,Server
Intel Xeon W-2123 @ 3.60GHz,4,8470,2192,120,FCLGA2066,Server
Intel Xeon W-2125 @ 4.00GHz,4,10033,2562,120,FCLGA2066,Server
Intel Xeon W-2133 @ 3.60GHz,6,12658,2261,140,FCLGA2066,Server
Intel Xeon W-2135 @ 3.70GHz,6,14439,2607,140,FCLGA2066,Server
Intel Xeon W-2140B @ 3.20GHz,8,17330,2552,NA,FCLGA2066,Server
Intel Xeon W-2145 @ 3.70GHz,8,18178,2602,140,FCLGA2066,Server
Intel Xeon W-2150B @ 3.00GHz,10,20529,2682,NA,FCLGA2066,Server
Intel Xeon W-2155 @ 3.30GHz,10,21058,2606,140,FCLGA2066,Server
Intel Xeon W-2170B @ 2.50GHz,14,23902,2345,NA,FCLGA-2066,Server
Intel Xeon W-2175 @ 2.50GHz,14,23323,2473,140,FCLGA2066,Server
Intel Xeon W-2191B @ 2.30GHz,18,28068,2493,140,FCLGA2066,Server
Intel Xeon W-2195 @ 2.30GHz,18,27978,2443,140,FCLGA2066,Server
Intel Xeon W-2223 @ 3.60GHz,4,8586,2182,120,FCLGA2066,Server
Intel Xeon W-2225 @ 4.10GHz,4,10533,2650,105,FCLGA2066,Server
Intel Xeon W-2235 @ 3.80GHz,6,14367,2646,130,FCLGA2066,Server
Intel Xeon W-2245 @ 3.90GHz,8,19475,2738,155,FCLGA2066,Server
Intel Xeon W-2255 @ 3.70GHz,10,22369,2712,165,FCLGA2066,"Desktop, Server"
Intel Xeon W-2265 @ 3.50GHz,12,25973,2797,165,FCLGA2066,Server
Intel Xeon W-2275 @ 3.30GHz,14,27866,2752,165,FCLGA2066,Desktop
Intel Xeon W-2295 @ 3.00GHz,18,30735,2636,165,FCLGA2066,Server
Intel Xeon W-3175X @ 3.10GHz,28,37167,2148,255,FCLGA3647,Desktop
Intel Xeon W-3223 @ 3.50GHz,8,17026,2440,160,FCLGA3647,Server
Intel Xeon W-3225 @ 3.70GHz,8,17874,2231,160,FCLGA3647,Server
Intel Xeon W-3235 @ 3.30GHz,12,25594,2641,180,FCLGA3647,Server
Intel Xeon W-3245 @ 3.20GHz,16,30933,2605,205,FCLGA3647,Server
Intel Xeon W-3245M @ 3.20GHz,16,26814,2571,205,FCLGA3647,Server
Intel Xeon W-3265 @ 2.70GHz,24,30105,2572,205,FCLGA3647,Server
Intel Xeon W-3265M @ 2.70GHz,24,33800,2662,205,FCLGA3647,"Desktop, Server"
Intel Xeon W-3275 @ 2.50GHz,28,40931,2584,205,FCLGA3647,Server
Intel Xeon W-3275M @ 2.50GHz,28,39834,2723,205,FCLGA3647,Server
Intel Xeon W-3323 @ 3.50GHz,12,25875,2617,220,FCLGA4189,"Desktop, Server"
Intel Xeon W-3335 @ 3.40GHz,16,39293,2673,250,FCLGA4189,Server
Intel Xeon W-3345 @ 3.00GHz,24,45694,2426,250,FCLGA4189,Server
Intel Xeon W-3365 @ 2.70GHz,32,59038,2625,270,FCLGA4189,Server
Intel Xeon W-3375 @ 2.50GHz,38,59091,2636,270,FCLGA4189,Server
Intel Xeon w3-2423,6,15275,2625,120,FCLGA4677,Server
Intel Xeon w3-2425,6,18655,3115,130,FCLGA4677,Server
Intel Xeon w3-2435,8,26428,3403,165,FCLGA4677,Server
Intel Xeon W3503 @ 2.40GHz,2,1118,1025,130,LGA1366,Server
Intel Xeon W3505 @ 2.53GHz,2,1161,1106,130,LGA1366,Server
Intel Xeon W3520 @ 2.67GHz,4,2935,1276,130,LGA1366,Server
Intel Xeon W3530 @ 2.80GHz,4,3068,1338,130,LGA1366,Server
Intel Xeon W3540 @ 2.93GHz,4,3109,1297,130,LGA1366,Server
Intel Xeon W3550 @ 3.07GHz,4,3227,1409,130,LGA1366,Server
Intel Xeon W3565 @ 3.20GHz,4,3366,1504,130,LGA1366,Server
Intel Xeon W3570 @ 3.20GHz,4,3267,1466,130,LGA1366,Server
Intel Xeon W3580 @ 3.33GHz,4,3609,1557,130,LGA1366,Server
Intel Xeon W3670 @ 3.20GHz,6,6449,1497,130,LGA1366,Server
Intel Xeon W3680 @ 3.33GHz,6,6995,1570,130,LGA1366,Server
Intel Xeon W3690 @ 3.47GHz,6,7226,1613,130,LGA1366,Server
Intel Xeon w5-2445,10,32143,3347,175,FCLGA4677,Server
Intel Xeon w5-2455X,12,37857,3549,200,FCLGA4677,Server
Intel Xeon w5-2465X,16,46906,3543,200,FCLGA4677,Server
Intel Xeon w5-2545,12,41688,3853,210,FCLGA4677,Server
Intel Xeon w5-2555X,14,51912,3967,210,FCLGA4677,Server
Intel Xeon w5-2565X,18,56739,3918,240,FCLGA4677,Server
Intel Xeon w5-3423,12,28117,2865,270,FCLGA4677,Server
Intel Xeon w5-3425,12,36867,3354,270,FCLGA4677,Server
Intel Xeon w5-3433,16,34849,2657,220,FCLGA4677,Server
Intel Xeon w5-3435X,16,46306,3456,324,FCLGA4677,Server
Intel Xeon W5580 @ 3.20GHz,4,3368,1499,130,LGA1366,Server
[Dual CPU] Intel Xeon W5580 @ 3.20GHz,4,6384,1485,130,LGA1366,Server
Intel Xeon W5590 @ 3.33GHz,4,3342,1564,130,LGA1366,Server
[Dual CPU] Intel Xeon W5590 @ 3.33GHz,4,6640,1612,130,LGA1366,Server
Intel Xeon w7-2475X,20,55249,3714,225,FCLGA4677,Server
Intel Xeon w7-2495X,24,58228,3555,225,FCLGA4677,Server
Intel Xeon w7-2575X,22,61402,3958,250,FCLGA4677,Server
Intel Xeon w7-3445,20,47108,3251,270,FCLGA4677,Server
Intel Xeon w7-3455,24,57164,3350,270,FCLGA4677,Server
Intel Xeon w7-3465X,28,65618,3420,300,FCLGA4677,Server
Intel Xeon w7-3565X,32,76649,3972,335,FCLGA4677,Server
Intel Xeon w9-3475X,36,65034,3419,300,FCLGA4677,Server
Intel Xeon w9-3495X,56,92481,3586,350,FCLGA4677,Server
Intel Xeon w9-3575X,44,81519,3995,340,FCLGA4677,Server
Intel Xeon w9-3595X,60,99417,3921,385,FCLGA4677,Server
Intel Xeon X3210 @ 2.13GHz,4,1293,816,105,LGA775,Server
Intel Xeon X3220 @ 2.40GHz,4,1973,926,105,LGA775,Server
Intel Xeon X3230 @ 2.66GHz,4,2052,1091,95,LGA775,Server
Intel Xeon X3320 @ 2.50GHz,4,1986,1097,95,LGA775,Server
Intel Xeon X3323 @ 2.50GHz,4,1837,1059,80,LGA775,Server
Intel Xeon X3330 @ 2.66GHz,4,2111,1152,95,LGA775,Server
Intel Xeon X3350 @ 2.66GHz,4,2263,1158,95,LGA775,Server
Intel Xeon X3353 @ 2.66GHz,4,2229,1173,80,LGA775,Server
Intel Xeon X3360 @ 2.83GHz,4,2412,1237,95,LGA775,Server
Intel Xeon X3363 @ 2.83GHz,4,2358,1240,80,LGA771,Server
Intel Xeon X3370 @ 3.00GHz,4,2465,1253,95,LGA775,Server
Intel Xeon X3380 @ 3.16GHz,4,2568,1357,95,LGA775,Server
Intel Xeon X3430 @ 2.40GHz,4,2299,1032,95,LGA1156,Server
Intel Xeon X3440 @ 2.53GHz,4,2773,1147,95,LGA1156,Server
Intel Xeon X3450 @ 2.67GHz,4,2853,1221,95,LGA1156,Server
Intel Xeon X3460 @ 2.80GHz,4,2972,1258,95,LGA1156,Server
Intel Xeon X3470 @ 2.93GHz,4,3269,1400,95,LGA1156,Server
Intel Xeon X3480 @ 3.07GHz,4,3273,1409,95,LGA1156,Server
Intel Xeon X5260 @ 3.33GHz,2,1238,1406,80,LGA771,Server
[Dual CPU] Intel Xeon X5260 @ 3.33GHz,2,2389,NA,80,LGA771,Server
Intel Xeon X5270 @ 3.50GHz,2,1524,1485,80,LGA771,Server
Intel Xeon X5272 @ 3.40GHz,2,1451,1411,80,LGA771,Server
Intel Xeon X5355 @ 2.66GHz,4,2033,1034,120,LGA771,Server
[Dual CPU] Intel Xeon X5355 @ 2.66GHz,4,3819,1055,120,LGA771,Server
Intel Xeon X5365 @ 3.00GHz,4,2331,1223,150,LGA771,Server
[Dual CPU] Intel Xeon X5365 @ 3.00GHz,4,4350,1215,150,LGA771,Server
Intel Xeon X5450 @ 3.00GHz,4,2394,1257,120,LGA771,Server
[Dual CPU] Intel Xeon X5450 @ 3.00GHz,4,4814,1292,120,LGA771,Server
Intel Xeon X5460 @ 3.16GHz,4,2572,1349,120,LGA771,Server
[Dual CPU] Intel Xeon X5460 @ 3.16GHz,4,5066,1357,120,LGA771,Server
Intel Xeon X5470 @ 3.33GHz,4,2910,1403,120,LGA771,Server
[Dual CPU] Intel Xeon X5470 @ 3.33GHz,4,5125,1421,120,LGA771,Server
Intel Xeon X5472 @ 3.00GHz,4,2197,1220,120,LGA771,Server
[Dual CPU] Intel Xeon X5472 @ 3.00GHz,4,4979,1326,120,LGA771,Server
Intel Xeon X5482 @ 3.20GHz,4,2755,1400,150,LGA771,Server
[Dual CPU] Intel Xeon X5482 @ 3.20GHz,4,5100,1406,150,LGA771,Server
Intel Xeon X5492 @ 3.40GHz,4,2912,1464,150,LGA771,Server
[Dual CPU] Intel Xeon X5492 @ 3.40GHz,4,5469,1467,150,LGA771,Server
Intel Xeon X5550 @ 2.67GHz,4,3027,1270,95,LGA1366,Server
[Dual CPU] Intel Xeon X5550 @ 2.67GHz,4,5603,1312,95,LGA1366,Server
Intel Xeon X5560 @ 2.80GHz,4,3124,1384,95,LGA1366,Server
[Dual CPU] Intel Xeon X5560 @ 2.80GHz,4,5864,1390,95,LGA1366,Server
Intel Xeon X5570 @ 2.93GHz,4,3310,1397,95,LGA1366,Server
[Dual CPU] Intel Xeon X5570 @ 2.93GHz,4,6236,1444,95,LGA1366,Server
Intel Xeon X5647 @ 2.93GHz,4,4441,1363,130,LGA1366,Server
[Dual CPU] Intel Xeon X5647 @ 2.93GHz,4,8369,1418,130,LGA1366,Server
Intel Xeon X5650 @ 2.67GHz,6,5710,1294,95,LGA1366,Server
[Dual CPU] Intel Xeon X5650 @ 2.67GHz,6,10138,1323,95,LGA1366,Server
Intel Xeon X5660 @ 2.80GHz,6,6015,1372,95,LGA1366,Server
[Dual CPU] Intel Xeon X5660 @ 2.80GHz,6,10473,1355,95,LGA1366,Server
Intel Xeon X5667 @ 3.07GHz,4,4659,1460,95,LGA1366,Server
[Dual CPU] Intel Xeon X5667 @ 3.07GHz,4,8462,1445,95,LGA1366,Server
Intel Xeon X5670 @ 2.93GHz,6,6104,1400,95,LGA1366,Server
[Dual CPU] Intel Xeon X5670 @ 2.93GHz,6,10922,1417,95,LGA1366,Server
Intel Xeon X5672 @ 3.20GHz,4,4996,1546,95,LGA1366,Server
[Dual CPU] Intel Xeon X5672 @ 3.20GHz,4,8825,1503,95,LGA1366,Server
Intel Xeon X5675 @ 3.07GHz,6,6396,1485,95,LGA1366,Server
[Dual CPU] Intel Xeon X5675 @ 3.07GHz,6,11738,1514,95,LGA1366,Server
Intel Xeon X5677 @ 3.47GHz,4,5043,1618,130,LGA1366,Server
[Dual CPU] Intel Xeon X5677 @ 3.47GHz,4,8971,1623,130,LGA1366,Server
Intel Xeon X5679 @ 3.20GHz,6,7095,1547,115,LGA1366,Server
[Dual CPU] Intel Xeon X5679 @ 3.20GHz,6,9634,1526,115,LGA1366,Server
Intel Xeon X5680 @ 3.33GHz,6,6833,1533,130,LGA1366,Server
[Dual CPU] Intel Xeon X5680 @ 3.33GHz,6,12588,1610,130,LGA1366,Server
Intel Xeon X5687 @ 3.60GHz,4,5309,1636,130,LGA1366,Server
[Dual CPU] Intel Xeon X5687 @ 3.60GHz,4,9406,1658,130,LGA1366,Server
Intel Xeon X5690 @ 3.47GHz,6,7037,1637,130,LGA1366,Server
[Dual CPU] Intel Xeon X5690 @ 3.47GHz,6,12935,1716,130,LGA1366,Server
Intel Xeon X5698 @ 4.40GHz,2,3447,1922,130,LGA1366,Server
Intel Xeon X6550 @ 2.00GHz,4,1936,390,130,LGA1567,Server
[Quad CPU] Intel Xeon X7350 @ 2.93GHz,4,7836,1186,130,604,Server
[Dual CPU] Intel Xeon X7460 @ 2.66GHz,6,4803,922,130,PGA604,Server
[Quad CPU] Intel Xeon X7550 @ 2.00GHz,8,14723,920,130,LGA1567,Server
[Dual CPU] Intel Xeon X7550 @ 2.00GHz,8,7873,1067,130,LGA1567,Server
[Quad CPU] Intel Xeon X7560 @ 2.27GHz,8,16464,1148,130,LGA1567,Server
[Dual CPU] Intel Xeon X7560 @ 2.27GHz,8,8028,892,130,LGA1567,Server
JLQ JR510,8,1039,582,NA,Unknown,Mobile/Embedded
"lisa based Qualcomm Technologies, Inc. SM7325",8,5456,1882,NA,Unknown,Mobile/Embedded
M7221,4,760,646,NA,Unknown,Mobile/Embedded
Manta,2,356,426,NA,Unknown,Mobile/Embedded
"Mars based on Qualcomm Technologies, Inc SM8350",8,5230,1984,NA,Unknown,Mobile/Embedded
Mediatek Dimensity 7025 (MT6855),8,4545,1865,NA,Unknown,Mobile/Embedded
Mediatek Dimensity 7200-Pro (MT6886),8,4745,1988,NA,Unknown,Mobile/Embedded
Mediatek Dimensity 7300-Ultra (MT6878),8,6408,2269,NA,Unknown,Mobile/Embedded
Mediatek Dimensity 8200-Ultimate (MT6896),8,7435,2296,NA,Unknown,Mobile/Embedded
Mediatek Dimensity 9200 (MT6985),8,7926,2350,NA,Unknown,Mobile/Embedded
Mediatek DM700,8,4471,1566,NA,Unknown,Mobile/Embedded
MediaTek G85 (MT6769Z),8,2751,1098,NA,Unknown,Mobile/Embedded
MediaTek G88 (MT6769H),8,2771,1029,NA,Unknown,Mobile/Embedded
MediaTek G99 Ultimate (MT6789),8,4241,1523,NA,Unknown,Mobile/Embedded
MediaTek Kompanio 520/528 (MT8186/MT8186T),8,3650,1351,4,Unknown,Mobile/Embedded
MediaTek MT6735,4,584,322,NA,Unknown,Mobile/Embedded
MediaTek MT6737,4,465,270,NA,Unknown,Mobile/Embedded
MediaTek MT6737M,4,427,222,NA,Unknown,Mobile/Embedded
MediaTek MT6737T,4,689,397,NA,Unknown,Mobile/Embedded
Mediatek MT6739,4,695,370,NA,Unknown,Mobile/Embedded
MediaTek MT6739WA,4,395,263,NA,Unknown,Mobile/Embedded
MediaTek MT6739WW,4,438,293,NA,Unknown,Mobile/Embedded
MediaTek MT6750,8,1047,372,NA,Unknown,Mobile/Embedded
MediaTek MT6750T,8,1187,468,NA,Unknown,Mobile/Embedded
MediaTek MT6750V/WT,8,1153,403,NA,Unknown,Mobile/Embedded
MediaTek MT6753,8,1008,335,NA,Unknown,Mobile/Embedded
MediaTek MT6753T,8,1149,416,NA,Unknown,Mobile/Embedded
MediaTek MT6757CD,8,1786,644,NA,Unknown,Mobile/Embedded
MediaTek MT6757V,8,1846,596,NA,Unknown,Mobile/Embedded
Mediatek MT6761,4,1177,539,NA,Unknown,Mobile/Embedded
Mediatek MT6761V/CAB,4,1069,558,NA,Unknown,Mobile/Embedded
MediaTek MT6761V/WBB,4,786,482,NA,Unknown,Mobile/Embedded
Mediatek MT6761V/WD,4,744,482,NA,Unknown,Mobile/Embedded
MediaTek MT6761V/WE,4,757,446,NA,Unknown,Mobile/Embedded
Mediatek MT6762,8,1810,539,NA,Unknown,Mobile/Embedded
MediaTek MT6762G,8,1231,492,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/CA,8,1272,450,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/CB,8,1620,526,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/CN,4,611,421,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/WA,8,1466,485,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/WB,8,1449,495,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/WD,8,1573,484,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/WR,8,1545,523,NA,Unknown,Mobile/Embedded
MediaTek MT6763V/CE,8,2130,1104,NA,Unknown,Mobile/Embedded
MediaTek MT6763V/V,8,1578,546,NA,Unknown,Mobile/Embedded
Mediatek MT6765,8,1710,585,NA,Unknown,Mobile/Embedded
MediaTek MT6765G,8,1648,563,NA,Unknown,Mobile/Embedded
Mediatek MT6765H,8,2098,632,NA,Unknown,Mobile/Embedded
MediaTek MT6765V/CA,8,1842,615,NA,Unknown,Mobile/Embedded
MediaTek MT6765V/CB,8,1887,601,NA,Unknown,Mobile/Embedded
Mediatek MT6765V/WA,8,2186,675,NA,Unknown,Mobile/Embedded
Mediatek MT6765V/WB,8,1771,607,NA,Unknown,Mobile/Embedded
Mediatek MT6765V/XBA,8,1603,590,NA,Unknown,Mobile/Embedded
Mediatek MT6768,8,2865,1016,NA,Unknown,Mobile/Embedded
Mediatek MT6768G,8,3232,1212,NA,Unknown,Mobile/Embedded
MediaTek MT6768V/CA,8,2328,1052,NA,Unknown,Mobile/Embedded
Mediatek MT6769,8,3058,1155,NA,Unknown,Mobile/Embedded
MediaTek MT6769T,8,2560,1100,NA,Unknown,Mobile/Embedded
MediaTek MT6769V/CB,8,2436,1123,NA,Unknown,Mobile/Embedded
Mediatek MT6769V/CT,8,2544,1022,NA,Unknown,Mobile/Embedded
MediaTek MT6769V/CU,8,2715,1066,NA,Unknown,Mobile/Embedded
MediaTek MT6769V/WB,8,2192,1118,NA,Unknown,Mobile/Embedded
MediaTek MT6771V/C,8,2681,893,NA,Unknown,Mobile/Embedded
MediaTek MT6771V/CT,8,2659,910,NA,Unknown,Mobile/Embedded
MediaTek MT6771V/W,8,2451,879,NA,Unknown,Mobile/Embedded
MediaTek MT6771V/WM,8,2225,805,NA,Unknown,Mobile/Embedded
MediaTek MT6771V/WT,8,2387,897,NA,Unknown,Mobile/Embedded
Mediatek MT6779,8,3422,1108,NA,Unknown,Mobile/Embedded
MediaTek MT6779V/CE,8,3087,1244,NA,Unknown,Mobile/Embedded
MediaTek MT6779V/CU,8,2622,1173,NA,Unknown,Mobile/Embedded
MediaTek MT6779V/CV,8,2712,1098,NA,Unknown,Mobile/Embedded
Mediatek MT6781,8,3807,1287,NA,Unknown,Mobile/Embedded
Mediatek MT6781V/CD,8,3746,1456,NA,Unknown,Mobile/Embedded
Mediatek MT6781V/CDZAMB-H,8,4215,1471,NA,Unknown,Mobile/Embedded
Mediatek MT6785,8,3618,1304,NA,Unknown,Mobile/Embedded
MediaTek MT6785V/CC,8,3412,1245,NA,Unknown,Mobile/Embedded
MediaTek MT6785V/CD,8,3651,1309,NA,Unknown,Mobile/Embedded
Mediatek MT6789V/CD,8,4258,1506,NA,Unknown,Mobile/Embedded
MediaTek MT6797,10,1903,799,NA,Unknown,Mobile/Embedded
